App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
[EF]ShoutBox,COMMUNICATION,NaN,3,2.5M,100+,Free,0,Teen,Communication,"August 7, 2018",Build 54,4.0.3 and up
EF Catalogues · Kataloge,BUSINESS,NaN,15,4.3M,500+,Free,0,Everyone,Business,"September 21, 2016",1.0.1 (1.5.1),4.0 and up
EF Staff,PRODUCTIVITY,NaN,0,11M,100+,Free,0,Everyone,Productivity,"May 8, 2018",1.2,4.2 and up
EF Academy,HEALTH_AND_FITNESS,5,4,15M,50+,Free,0,Everyone,Health & Fitness,"March 23, 2018",7.7.3,4.1 and up
EF First,FAMILY,NaN,0,1.6M,1+,Free,0,Everyone,Entertainment,"February 9, 2018",1,4.0.3 and up
Financial Calculator Pro EF,FINANCE,4.3,634,2.0M,"50,000+",Free,0,Everyone,Finance,"October 4, 2013",2.1.0.9,2.1 and up
Carrier Landings Pro,FAMILY,4.6,5969,31M,"10,000+",Paid,$12.99,Everyone,Simulation,"June 29, 2018",4.2.4,4.1 and up
EF Calculator,PRODUCTIVITY,4.7,19,Varies with device,"1,000+",Free,0,Everyone,Productivity,"September 20, 2017",1.6.1,Varies with device
EF Utilities,TOOLS,NaN,0,3.6M,5+,Free,0,Everyone,Tools,"June 7, 2018",1.1.0,4.3 and up
EF Financial Control Free,FINANCE,4.4,58,3.7M,"10,000+",Free,0,Everyone,Finance,"May 6, 2018",1.9.0,4.0.3 and up
أحداث وحقائق | خبر عاجل في اخبار العالم,NEWS_AND_MAGAZINES,4.8,311,14M,"5,000+",Free,0,Everyone 10+,News & Magazines,"July 15, 2018",2.9.19a,4.2 and up
Diário Escola Mestres EF,FAMILY,NaN,11,6.6M,"1,000+",Free,0,Everyone,Education,"July 31, 2018",3.0.18 Fundamental,4.0 and up
EF Jumper,GAME,NaN,4,5.1M,100+,Free,0,Everyone,Arcade,"July 13, 2017",Build 12,2.2 - 7.1.1
StudyLock - Education First,PARENTING,4.1,27,4.6M,"1,000+",Free,0,Everyone,Parenting,"October 12, 2017",1.13,4.1 and up
E.F.JUVENTUD MADRID,SPORTS,NaN,3,5.3M,100+,Free,0,Everyone,Sports,"July 13, 2017",1.1,4.0.3 and up
English Conversation Courses,FAMILY,4.6,22165,6.8M,"1,000,000+",Free,0,Everyone,Education,"June 28, 2018",4.1806.3,4.0 and up
Equestria Girls,FAMILY,4.3,392819,53M,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up
eG Monitor,PRODUCTIVITY,4.6,8,7.5M,100+,Free,0,Everyone,Productivity,"July 27, 2018",2.0.7,4.1 and up
E.G. Chess Free,GAME,4,505,23M,"10,000+",Free,0,Everyone,Board,"December 6, 2014",1.0.28,2.3 and up
"EG SIM CARD (EGSIMCARD, 이지심카드)",BUSINESS,2.9,322,1.5M,"50,000+",Free,0,Everyone,Business,"March 28, 2017",2.13,2.2 and up
EG-Boost,BUSINESS,4.1,25,2.4M,"1,000+",Free,0,Everyone,Business,NaN,7,2.3.3 and up
EG Mantenimiento,BUSINESS,NaN,1,25M,50+,Free,0,Teen,Business,"May 30, 2018",0.0.3,4.1 and up
EG CrossPad - ASPECT4,BUSINESS,NaN,4,30M,"1,000+",Free,0,Everyone,Business,"July 3, 2018",1.6.07,4.1 and up
EG CrossPad,BUSINESS,NaN,3,Varies with device,"1,000+",Free,0,Everyone,Business,"December 19, 2016",Varies with device,Varies with device
EG Player,FAMILY,NaN,1,13M,100+,Free,0,Everyone,Entertainment,"December 20, 2017",Final,4.0 and up
Bee Mobile EG,FINANCE,4.2,883,6.5M,"100,000+",Free,0,Everyone,Finance,"May 5, 2018",3.1.9,4.0 and up
EG,PRODUCTIVITY,NaN,3,4.4M,100+,Free,0,Everyone,Productivity,"July 1, 2016",4.2,4.0.3 and up
E.G. Chess,GAME,4.3,56,23M,"1,000+",Paid,$0.99,Everyone,Board,"December 6, 2014",1.0.28,2.3 and up
EG SIM CARD (EGSIMCARD),TRAVEL_AND_LOCAL,4.4,105,5.0M,"10,000+",Free,0,Everyone,Travel & Local,"May 2, 2018",2.5,2.3 and up
EG Retail,BUSINESS,2.4,29,16M,500+,Free,0,Everyone,Business,"July 5, 2018",2.2.1335,4.1 and up
EG Movi,TOOLS,4.2,40,7.4M,"1,000+",Free,0,Everyone,Tools,"May 12, 2017",0.9.1,3.2 and up
EG Groups,EVENTS,NaN,0,1.1M,10+,Free,0,Everyone,Events,"October 15, 2017",1.0.0,4.0 and up
EH National Mobile Banking,FINANCE,NaN,0,Varies with device,50+,Free,0,Everyone,Finance,"October 12, 2017",5.2.12,4.2 and up
EH Autolink,BUSINESS,NaN,1,921k,100+,Free,0,Everyone,Business,"March 11, 2016",1,3.0 and up
Eh Amego!,GAME,3.8,13388,7.1M,"500,000+",Free,0,Everyone,Arcade,"August 24, 2015",2.0.5,2.2 and up
Eh Plus English Application,FAMILY,NaN,1,874k,100+,Free,0,Everyone,Education,"May 27, 2015",1.1,4.0 and up
EH kontrollrakendus,TOOLS,3.4,43,2.3M,"5,000+",Free,0,Everyone,Tools,"October 10, 2017",3.1.8,4.1 and up
TAXI DRIVER,FAMILY,3.7,7203,32M,"1,000,000+",Free,0,Everyone,Simulation,"January 11, 2016",1,4.0 and up
Crazy Doctor,FAMILY,4,267636,13M,"10,000,000+",Free,0,Teen,Role Playing,"March 3, 2014",1.5,2.1 and up
MazeMilitia Classic Multiplayer Shooting Game,GAME,4.4,1294,44M,"50,000+",Free,0,Mature 17+,Action,"March 8, 2018",1.2,4.1 and up
Endress+Hauser Operations,BUSINESS,4.5,234,3.4M,"10,000+",Free,0,Everyone,Business,"April 16, 2018",2.4.3.1523,4.0 and up
Lie Detector Prank,FAMILY,NaN,80313,3.7M,"10,000,000+",Free,0,Everyone,Casual,"November 22, 2017",1.7,2.3 and up
Virtual Mother Surgery Doctor : Emergency Hospital,FAMILY,3.9,70,61M,"10,000+",Free,0,Teen,Educational,"May 30, 2018",1.1,4.0 and up
Princess Palace: Royal Pony,FAMILY,4.4,11442,66M,"1,000,000+",Free,0,Everyone,Educational;Creativity,"June 30, 2016",1.4,2.3 and up
Ei Samay - Bengali News Paper,NEWS_AND_MAGAZINES,4.3,20620,Varies with device,"1,000,000+",Free,0,Everyone,News & Magazines,"July 17, 2018",Varies with device,Varies with device
Vital Tones EI Pro,HEALTH_AND_FITNESS,NaN,2,85M,50+,Paid,$9.99,Everyone,Health & Fitness,"December 1, 2017",1.4,4.0 and up
EI HabitTracker,FAMILY,NaN,2,981k,100+,Free,0,Everyone,Education,"August 17, 2017",1.40.170809,4.0.3 and up
NEMA ei,BUSINESS,5,4,12M,100+,Free,0,Everyone,Business,"November 6, 2017",1.0.4,4.4 and up
ei,COMMUNICATION,NaN,2,4.5M,10+,Free,0,Teen,Communication,"July 16, 2018",0.0.10,4.4 and up
the Egg - crack the egg,FAMILY,4.1,211,14M,"10,000+",Free,0,Everyone,NaN,"November 21, 2016",1.1.0,2.3 and up
Yeled EI,FAMILY,NaN,0,15M,100+,Free,0,Everyone,Education,"April 26, 2018",0.62,4.1 and up
EI SmartMiles,FINANCE,2.4,9,3.8M,"1,000+",Free,0,Everyone,Finance,"January 21, 2018",1.0.0,4.0 and up
Code on the egg,TOOLS,3.9,146,784k,"10,000+",Free,0,Everyone,Tools,"April 10, 2017",1.15,2.2 and up
Sensenuts eI,BUSINESS,NaN,0,Varies with device,5+,Free,0,Everyone,Business,"August 2, 2018",Varies with device,Varies with device
EI!,PRODUCTIVITY,NaN,0,7.7M,10+,Free,0,Everyone,Productivity,"July 19, 2018",1.1.14,4.1 and up
EI App 1,FAMILY,NaN,0,13M,10+,Free,0,Everyone,Education,"November 23, 2017",1.0.4,4.1 and up
EI Calculator,TOOLS,4,NaN,1.5M,100+,Free,0,Everyone,Tools,"May 23, 2016",1.3,1.6 and up
Verdant EI,TOOLS,NaN,0,13M,50+,Free,0,Everyone,Tools,"November 6, 2017",1.1.4,4.1 and up
Tamago egg,GAME,3,49,7.1M,"5,000+",Free,0,Everyone,Trivia,"October 31, 2017",1.0.1,2.3.3 and up
Ei-ij Spelling Dutch,FAMILY,NaN,20,3.2M,"10,000+",Free,0,Everyone,Education,"December 12, 2017",2.1,4.0 and up
Esporte Interativo - Notícias e Resultados Ao Vivo,SPORTS,4.4,4600,21M,"500,000+",Free,0,Everyone,Sports,"January 14, 2018",6.2.6,4.1 and up
Let's Poke The Egg,GAME,3.4,9051,23M,"1,000,000+",Free,0,Everyone,Arcade,"February 4, 2017",1.2,2.3 and up
Egg,FAMILY,2.9,72,27M,"5,000+",Free,0,Mature 17+,Simulation,"June 9, 2018",1.2.2,2.3 and up
ei Calc,TOOLS,5,2,19M,10+,Free,0,Everyone,Tools,"October 12, 2015",1.2.2,2.3 and up
Disaster Will Strike,FAMILY,4.5,14692,45M,"1,000,000+",Free,0,Everyone,Puzzle,"July 19, 2018",1.173.126,4.1 and up
Egg: clicker,FAMILY,3.7,40678,15M,"1,000,000+",Free,0,Everyone,Casual,"May 22, 2017",2.1.3,4.0 and up
Egg for Pou,FAMILY,3,59096,Varies with device,"5,000,000+",Free,0,Everyone,Casual,"September 14, 2017",Varies with device,4.0.3 and up
EI App 2,FAMILY,NaN,0,13M,10+,Free,0,Everyone,Education,NaN,1.0.4,4.1 and up
Survival: Prison Escape,GAME,4,127810,33M,"10,000,000+",Free,0,Mature 17+,Action,"August 1, 2018",1.8.8,4.4 and up
Crack the blue angry birds egg,FAMILY,3.2,85,2.1M,"10,000+",Free,0,Everyone,Puzzle,"April 22, 2016",1.0.0,2.1 and up
Egg Baby,FAMILY,4.4,351607,8.7M,"5,000,000+",Free,0,Everyone 10+,Casual,"June 29, 2016",1.26.03,2.3.3 and up
PJ Masks: Moonlight Heroes,FAMILY,4.4,87045,99M,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure,"June 5, 2018",2.0.1,4.0.3 and up
Crack Attack,FAMILY,4.3,31970,77M,"1,000,000+",Free,0,Everyone,Puzzle,"June 7, 2017",1.8,Varies with device
Aaj Bangla: ei samay er khobor,NEWS_AND_MAGAZINES,4.9,34,NaN,"1,000+",Free,0,Everyone,News & Magazines,"January 15, 2017",6.7,2.3 and up
Break the Egg,FAMILY,2.6,366,6.0M,"50,000+",Free,0,Everyone,Entertainment,"January 5, 2018",1,4.0 and up
"Kolkata News:Anandbazar Patrika,ei samay&AllRating",NEWS_AND_MAGAZINES,5,10,5.0M,100+,Free,0,Everyone,News & Magazines,"July 14, 2018",1,4.0.3 and up
Toilet Ek Prem Katha Songs Lyrics in Hindi,FAMILY,4.7,3,2.0M,"1,000+",Free,0,Everyone,Entertainment,"August 10, 2017",1,4.1 and up
Ek Do Teen Song Videos - Baaghi 2 Video Songs,FAMILY,NaN,2,4.5M,"1,000+",Free,0,Everyone,Entertainment,"March 20, 2018",1.4.1,4.0.3 and up
Sanu Ek Pal Chain Song Videos - RAID Movie Songs,FAMILY,4.9,11,4.3M,"5,000+",Free,0,Everyone,Entertainment,"March 8, 2018",1.2.8,4.0.3 and up
"Phogy, 3D Camera",PHOTOGRAPHY,4,35725,9.9M,"1,000,000+",Free,0,Everyone,Photography,"February 11, 2015",1.4,4.0 and up
Ek Qissa He Quran Se (Qurani Waqiyat),FAMILY,5,4,2.0M,100+,Free,0,Everyone,Entertainment,"October 30, 2017",1,4.0 and up
Lyrics of Ek Paheli Leela,FAMILY,5,4,2.3M,500+,Free,0,Everyone,Entertainment,"April 23, 2016",1,4.0 and up
Ek-yatri: Travel where you Belong,TRAVEL_AND_LOCAL,NaN,0,29M,1+,Free,0,Everyone,Travel & Local,"August 1, 2018",1.0.0,4.4 and up
Exiled Kingdoms RPG,FAMILY,4.6,49210,99M,"1,000,000+",Free,0,Everyone 10+,Role Playing,"July 5, 2018",1.2.1107,4.1 and up
Sabka Malik Ek Sai,SOCIAL,4.2,17,5.1M,"1,000+",Free,0,Teen,Social,"May 25, 2013",1.3,2.2 and up
Voice Lock Screen,LIFESTYLE,3.7,6667,2.7M,"1,000,000+",Free,0,Everyone,Lifestyle,"April 2, 2018",2.4.2,4.0 and up
Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam,FAMILY,5,5,64M,100+,Free,0,Everyone,Entertainment,"January 19, 2018",1.1,4.4 and up
Bus Driver 3D: Hill Station,FAMILY,4.3,31705,49M,"5,000,000+",Free,0,Everyone,Simulation,"November 6, 2017",1.7,4.1 and up
Extreme Motorbike Jump 3D,FAMILY,4,94308,79M,NaN,Free,0,Everyone,Simulation,"December 25, 2016",4.2,2.3.3 and up
el,FAMILY,4.3,32405,47M,NaN,Free,0,Everyone,Casual,"December 18, 2014",1.2.1,NaN
El Pollo Loco - Loco Rewards,FOOD_AND_DRINK,4,848,25M,NaN,Free,0,Everyone,Food & Drink,"February 23, 2018",2.1,4.1 and up
El Chavo,FAMILY,4,751,49M,NaN,Paid,$0.99,Everyone,Casual,"November 4, 2014",1.2.9,2.3 and up
Learn English with El Chavo.,FAMILY,4.2,6133,7.0M,NaN,Free,0,Everyone,Education,"October 1, 2015",6.2,2.3.3 and up
Learn Math with el Chavo,FAMILY,4.2,840,60M,NaN,Free,0,Everyone,Education,"June 28, 2018",1.1,4.1 and up
El Nuevo Día,NEWS_AND_MAGAZINES,4.1,8011,13M,NaN,Free,0,Everyone 10+,News & Magazines,"June 13, 2018",4.11.2,4.1 and up
EL NORTE,NEWS_AND_MAGAZINES,3.4,2436,Varies with device,NaN,Free,0,Everyone,News & Magazines,"June 26, 2018",Varies with device,Varies with device
El Nueve,NEWS_AND_MAGAZINES,NaN,221,3.2M,NaN,Free,0,Teen,News & Magazines,"October 16, 2017",1.1.3,4.0.3 and up
El Laberinto del Demonio 3D,FAMILY,4,20421,31M,NaN,Free,0,Teen,Puzzle,"August 20, 2015",1.5,2.3 and up
Monastery of El Escorial,TRAVEL_AND_LOCAL,NaN,12,50M,NaN,Paid,$1.99,Everyone,Travel & Local,"May 30, 2016",1,4.0 and up
Learn to code with el Chavo,FAMILY,3.9,5933,60M,NaN,Free,0,Everyone,Educational,"March 27, 2018",2.6,4.1 and up
El Falı,FAMILY,4.8,36968,16M,NaN,Free,0,Everyone,Entertainment,"November 3, 2017",1.2.9,2.3 and up
El Laberinto del Demonio 2,FAMILY,4.1,3654,25M,NaN,Free,0,Teen,Puzzle,"April 14, 2017",1.0.1,4.0 and up
TV Local El Salvador,FAMILY,4.3,323,3.6M,NaN,Free,0,Everyone,Entertainment,"May 8, 2018",1,4.0.3 and up
Tigo Money El Salvador,FINANCE,4.3,4642,3.5M,NaN,Free,0,Everyone,Finance,"July 23, 2018",5.0.0,4.2 and up
Hangman,FAMILY,4.4,23302,12M,NaN,Free,0,Everyone,Puzzle,"March 24, 2018",1.0.6,4.0 and up
Explora con el Chavo,FAMILY,NaN,0,Varies with device,"100,000+",Free,0,Everyone,Educational,"June 26, 2018",Varies with device,Varies with device
El Dorado App,TRAVEL_AND_LOCAL,4.4,221,33M,"10,000+",Free,0,Everyone,Travel & Local,"April 6, 2018",2.4,4.1 and up
Trazado de tuberia El Tubero,TOOLS,4.5,313,4.4M,"10,000+",Paid,$1.97,Everyone,Tools,"March 29, 2015",4.1,1.5 and up
Adivina el Emoji,GAME,NaN,2536,32M,"100,000+",Free,0,Everyone,Trivia,"October 2, 2016",1,4.0.3 and up
Weather by eltiempo.es,WEATHER,4.2,67854,Varies with device,"5,000,000+",Free,0,Everyone,Weather,"August 2, 2018",Varies with device,Varies with device
The Game of Life,GAME,4.4,18652,63M,"100,000+",Paid,$2.99,Everyone,Board,"July 4, 2018",2.1.2,4.4 and up
Live Hold’em Pro Poker - Free Casino Games,GAME,4.6,1123190,Varies with device,"10,000,000+",Free,0,Teen,Card,"August 7, 2018",Varies with device,NaN
Beach Shoot Em Up: Head Hunter,GAME,4.4,1218,15M,"500,000+",Free,0,Everyone 10+,Action,"March 6, 2018",1.0.9,NaN
Connect'Em,FAMILY,4.5,49381,6.8M,"1,000,000+",Free,0,Everyone,Puzzle,"June 25, 2018",1.0.17,NaN
EM Launcher Pro,PERSONALIZATION,NaN,35,24k,"1,000+",Paid,$3.99,Everyone,Personalization,"April 2, 2016",1,NaN
Poker Equity Calculator Pro for No Limit Hold'em,GAME,4,21,NaN,"5,000+",Paid,$0.99,Everyone,Card,"September 10, 2017",1.3,NaN
Poker Live! 3D Texas Hold'em,GAME,4.3,6143,NaN,"100,000+",Free,0,Teen,Casino,"July 25, 2018",Varies with device,NaN
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91035,NaN,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,NaN
Fun Texas Hold'em Poker,GAME,4.5,32831,NaN,"500,000+",Free,0,Teen,Casino,"May 12, 2017",17.05.11,NaN
Elevator Simulator Lift EM ALL,FAMILY,4.4,2941,NaN,"100,000+",Free,0,Teen,Simulation,"July 31, 2018",2.4.1343-prod,NaN
Dragonplay™ Poker Texas Holdem,GAME,4.5,197979,NaN,"1,000,000+",Free,0,Teen,Card,"August 7, 2018",Varies with device,NaN
Zynga Poker – Texas Holdem,GAME,4.4,1986068,NaN,"50,000,000+",Free,0,Teen,Casino,"July 25, 2018",21.54,NaN
Boyaa Poker (En) – Social Texas Hold’em,GAME,4.3,71468,NaN,"1,000,000+",Free,0,Teen,Card,"June 12, 2018",5.8.0,NaN
World Series of Poker – WSOP Free Texas Holdem,GAME,4.5,910051,NaN,"10,000,000+",Free,0,Teen,Card,"August 2, 2018",5.11.0,NaN
Connect'Em Halloween,FAMILY,4.5,6673,NaN,"500,000+",Free,0,Everyone,Puzzle,NaN                                                                  ,1.0.7,NaN
Yahoo Fantasy Sports - #1 Rated Fantasy App,SPORTS,4.2,277939,NaN,"5,000,000+",Free,0,Mature 17+,Sports,"August 2, 2018",Varies with device,NaN
PokerStars Play: Free Texas Holdem Poker Game,GAME,4.6,14989,NaN,"500,000+",Free,0,Teen,Card,"July 6, 2018",1.9.2,NaN
Yoong: Kick 'Em Up!,SPORTS,4.3,7107,NaN,"100,000+",Free,0,Everyone,Sports,"December 16, 2015",1.1.1,NaN
Texas Holdem Poker,GAME,4,127831,NaN,"10,000,000+",Free,0,Teen,Card,"December 20, 2017",4.7.0,NaN
Instabridge - Free WiFi Passwords and Hotspots,TOOLS,4.4,211308,NaN,"10,000,000+",Free,0,Everyone,Tools,"August 2, 2018",Varies with device,NaN
Big Fish Casino – Play Slots & Vegas Games,GAME,4.4,382100,NaN,"10,000,000+",Free,0,Teen,Casino,"July 11, 2018",Varies with device,Varies with device
Em Fuga Brasil,FAMILY,NaN,1317,NaN,"100,000+",Free,0,Everyone,Simulation,"April 22, 2018",1,4.1 and up
LocaToWeb - Live GPS tracking,SPORTS,4.6,200,NaN,"1,000+",Paid,$2.49,Everyone,Sports,"August 2, 2018",3.9.1,5.0 and up
Edmodo,FAMILY,4.1,200214,NaN,"10,000,000+",Free,0,Everyone,Education,"August 6, 2018",9.12.6,4.0.3 and up
Learn English Daily,FAMILY,4.5,7881,53M,"500,000+",Free,0,Everyone,Education,"May 6, 2018",7,4.0 and up
The EO Bar,HEALTH_AND_FITNESS,4.7,416,34M,"10,000+",Paid,$6.99,Everyone,Health & Fitness,"July 2, 2018",1.3.7,4.1 and up
EO Mumbai,COMMUNICATION,NaN,0,11M,10+,Free,0,Everyone,Communication,"February 21, 2018",1.02,4.1 and up
EO Global,BUSINESS,2.6,NaN,8.9M,"1,000+",Free,0,Everyone,Business,"October 20, 2016",3.2,4.1 and up
EO SouthAsia,BUSINESS,4.2,8,19M,100+,Free,0,Teen,Business,"April 25, 2018",1.0.23,4.1 and up
EO RAIPUR,SOCIAL,NaN,1,4.2M,10+,Free,0,Teen,Social,"June 21, 2017",1,4.0.3 and up
EO Forum,BUSINESS,NaN,0,1.1M,100+,Free,0,Everyone,Business,"April 5, 2013",1.1,2.1 and up
EO Events,BUSINESS,NaN,0,11M,10+,Free,0,Teen,Business,NaN,v2.7.11.27,4.1 and up
EO KOREA,BUSINESS,NaN,0,14M,50+,Free,0,NaN,Business,"December 4, 2017",1.0.7,NaN
EO App. SelfCompassion to you,HEALTH_AND_FITNESS,NaN,1,Varies with device,100+,Free,0,NaN,Health & Fitness,"September 12, 2015",Varies with device,NaN
EO GSEA,BUSINESS,NaN,1,30M,10+,Free,0,NaN,Business,"January 4, 2018",1.0.0,NaN
EO Guide,HEALTH_AND_FITNESS,NaN,15,24M,"1,000+",Paid,$4.99,NaN,Health & Fitness,"July 23, 2018",1.0.4,NaN
EO SA Benefits,BUSINESS,NaN,0,518k,10+,Free,0,NaN,Business,"August 25, 2014",1,NaN
FAST EO,EVENTS,5,1,Varies with device,10+,Free,0,NaN,Events,"May 15, 2018",1.0.3,NaN
23rd QM BDE EO,BUSINESS,NaN,0,6.3M,10+,Free,0,NaN,Business,"September 27, 2017",1.0.0,NaN
EO Bijbel Open,LIFESTYLE,4.3,102,41M,"10,000+",Free,0,NaN,NaN,"November 24, 2016",2.0.0,NaN
EO LAC,LIFESTYLE,NaN,0,18M,10+,Free,0,NaN,Lifestyle,"January 17, 2017",1.1,NaN
EO Hub,BUSINESS,NaN,0,5.2M,50+,Free,0,NaN,Business,"February 6, 2018",3.5.4,NaN
Kenny e o Cupcake,FAMILY,NaN,0,6.7M,1+,Free,0,NaN,Arcade;Action & Adventure,"July 19, 2018",1,NaN
EO,BUSINESS,NaN,0,3.1M,50+,Free,0,NaN,Business,"July 1, 2015",1,NaN
4Eternity EO,BUSINESS,NaN,0,2.0M,10+,Free,0,NaN,Business,"January 17, 2018",1.2,NaN
Masha and the Bear,FAMILY,4.4,15105,36M,"1,000,000+",Free,0,NaN,Education,"June 11, 2018",3.1.8,NaN
Free games: Masha and the Bear,FAMILY,4.3,34514,60M,"5,000,000+",Free,0,Everyone,Puzzle;Brain Games,"July 20, 2018",1.2.8,4.1 and up
Masha and the Bear- House Cleaning Games for Girls,FAMILY,NaN,0,74M,100+,Paid,$1.99,Everyone,Educational;Pretend Play,"January 25, 2018",0.0.1,4.1 and up
EO Hotels,TRAVEL_AND_LOCAL,NaN,4,11M,100+,Free,0,Everyone,Travel & Local,"June 4, 2017",2,4.0.3 and up
Masha and the Bear Child Games,FAMILY,4.1,288606,92M,"10,000,000+",Free,0,Everyone,Adventure;Education,"May 8, 2018",2.7.4,4.0 and up
Masha and the Bear - Hair Salon and MakeUp Games,FAMILY,NaN,1,83M,100+,Paid,$2.49,Everyone,Role Playing;Education,"March 5, 2018",1.0.1,4.1 and up
Masha and Bear: Cooking Dash,FAMILY,4.3,151374,54M,NaN,Free,0,Everyone,Role Playing;Brain Games,"June 5, 2018",1.2.7,4.1 and up
Masha and the Bear: Evolution,FAMILY,4.5,2062,42M,NaN,Free,0,Everyone,Strategy;Education,"June 14, 2018",1.0.9,4.0 and up
Cryptocurrency Trading - How To Trade Crypto,FINANCE,NaN,1,23M,NaN,Free,0,Everyone,Finance,"March 16, 2018",1,4.1 and up
Masha and the Bear. Games for kids,FAMILY,4.6,6231,31M,NaN,Free,0,Everyone,Educational;Pretend Play,"July 13, 2018",2.6,4.0.3 and up
Masha and The Bear Jam Day Match 3 games for kids,FAMILY,4.6,50060,98M,NaN,Free,0,Everyone,Puzzle;Brain Games,"August 7, 2018",1.4.83,4.1 and up
Where's My Water?,FAMILY,4.7,188740,69M,NaN,Paid,$1.99,Everyone,Puzzle;Brain Games,"July 5, 2018",1.16.0,4.2 and up
O Céu e o Inferno,BOOKS_AND_REFERENCE,NaN,14,754k,NaN,Paid,$0.99,Everyone,Books & Reference,"October 7, 2013",1.1,1.6 and up
Frozen Free Fall,FAMILY,4.3,1574546,37M,NaN,Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up
Urban Car Simulator,FAMILY,4.2,23292,20M,NaN,Free,0,Everyone,Simulation,NaN,1.4,2.3 and up
Masha and the Bear: House Cleaning Games for Girls,FAMILY,4.5,43852,NaN,NaN,Free,0,Everyone,Role Playing;Pretend Play,"July 19, 2018",1.9.10,4.1 and up
Masha and The Bear Puzzle Game,FAMILY,4.3,13330,73M,NaN,Free,0,Everyone,Puzzle;Brain Games,"May 24, 2018",2,4.1 and up
Masha and the Bear. Educational Games,FAMILY,4.5,46369,33M,NaN,Free,0,Everyone,Educational;Brain Games,NaN,2.3,4.0.3 and up
Bluetooth Pair,TOOLS,3.5,NaN,2.7M,NaN,Free,0,Everyone,Tools,"August 4, 2018",2.5,4.1 and up
Sports Car Driving Simulator 2018,GAME,4.3,2178,57M,NaN,Free,0,Everyone,Racing,"March 28, 2018",1.1,4.1 and up
Masha and the Bear: Good Night!,FAMILY,4.6,29155,83M,NaN,Free,0,Everyone,Educational;Pretend Play,"July 26, 2018",1.0.4,4.1 and up
Masha and the Bear: Climb Racing and Car Games,FAMILY,4.5,2200,73M,NaN,Free,0,Everyone,Racing;Pretend Play,"July 23, 2018",1.1.0,4.1 and up
Episode - Choose Your Story,FAMILY,4.3,1842381,Varies with device,NaN,Free,0,Teen,Simulation,"July 31, 2018",Varies with device,Varies with device
Out There Chronicles - Ep. 1,FAMILY,4.4,1516,44M,NaN,Paid,$2.99,Everyone,Role Playing,"November 27, 2017",1.0.4,4.2 and up
EP FCU,FINANCE,NaN,2,2.8M,NaN,Free,0,Everyone,Finance,"March 22, 2018",3.0.6,4.1 and up
EP Home Energy Hub,PRODUCTIVITY,NaN,4,13M,100+,Free,0,Everyone,Productivity,"June 21, 2018",3.4.2,4.4 and up
EP,BUSINESS,NaN,3,2.1M,100+,Free,0,Everyone,Business,"November 13, 2015",1.0.1,2.3.3 and up
EP Spotter,FAMILY,3.4,9,28M,500+,Free,0,Everyone,Entertainment,"September 28, 2016",314007,4.3 and up
EP Mobile,MEDICAL,4.3,267,2.3M,"50,000+",Free,0,Everyone,Medical,"July 8, 2018",2.18,4.0 and up
EP RSS Reader,COMMUNICATION,NaN,4,892k,100+,Free,0,Everyone,Communication,"July 16, 2018",0.99,4.0.3 and up
Out There Chronicles - Ep. 2,FAMILY,4.5,144,70M,"1,000+",Paid,$2.99,Teen,NaN,"January 26, 2018",1.0.0,4.2 and up
EP Cloud,PRODUCTIVITY,NaN,9,2.3M,10+,Free,0,Everyone,NaN,"July 26, 2018",2.2.2,4.1 and up
eP Scanner,EVENTS,NaN,0,20M,100+,Free,0,Everyone,NaN,"October 13, 2017",1.5,4.4 and up
EP McGuffey Primer,FAMILY,NaN,0,Varies with device,50+,Paid,$1.99,Everyone,NaN,"July 16, 2018",Varies with device,Varies with device
EP Church Annapolis,LIFESTYLE,5,2,8.8M,100+,Free,0,Everyone,NaN,"January 14, 2017",1,4.1 and up
EP Horlogerie,LIFESTYLE,4.9,18,24M,NaN,Free,0,Everyone,NaN,"March 28, 2018",4.0.2,4.0.3 and up
ep-liggare - Elektronisk personalliggare,TOOLS,NaN,0,21M,NaN,Free,0,Everyone,NaN,"June 26, 2018",1.1.0,4.1 and up
EP Calipers,MEDICAL,NaN,4,15M,NaN,Paid,$0.99,Everyone,NaN,"February 10, 2018",2.12,4.0 and up
EP Joaillerie,LIFESTYLE,NaN,54,21M,NaN,Free,0,Teen,NaN,"March 28, 2018",4.0.2,4.0.3 and up
Tester EP,TOOLS,NaN,9,4.8M,NaN,Free,0,Everyone,NaN,"May 15, 2018",3,2.1 and up
The Great Wobo Escape Ep. 1,GAME,4.2,5449,20M,NaN,Free,0,Everyone 10+,NaN,"September 13, 2016",1.0.3386,4.1 and up
The Visitor: Ep.2 - Sleepover Slaughter,GAME,4.3,5731,31M,NaN,Free,0,Mature 17+,NaN,"January 2, 2018",1.1.5,4.1 and up
